id,name,genres,followers,popularity,mean_danceability,sd_danceability,mean_energy,sd_energy,mean_key,sd_key,mean_loudness,sd_loudness,mean_mode,sd_mode,mean_speechiness,sd_speechiness,mean_acousticness,sd_acousticness,mean_instrumentalness,sd_instrumentalness,mean_liveness,sd_liveness,mean_valence,sd_valence,mean_tempo,sd_tempo,mean_duration_ms,sd_duration_ms,mean_time_signature,sd_time_signature,mean_chorus_hit,sd_chorus_hit,mean_sections,sd_sections,mean_target,sd_target
4nZN9kln8toEzOifhWG2uF,Patti Page,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",97586.0,51,0.4838,0.1345648543,0.3422,0.1462966165,4.2,4.2071367936,-13.65,3.450982831,1.0,0.0,0.03892,0.0141059207,0.793,0.073464277,2.378e-06,4.0964e-06,0.2466,0.1062440587,0.6244,0.1588845493,112.9146,28.7026418349,154813.2,26238.109434561,3.8,0.4472135955,33.546086,11.4206708924,8.2,2.1679483389,1.0,0.0
1m24736Bdew1oQVxTePOCo,Tom Tom Club,"['dance rock', 'new romantic', 'new wave', 'no wave', 'post-punk']",96756.0,51,0.921,,0.529,,2.0,,-11.974,,1.0,,0.0851,,0.0845,,0.000779,,0.0478,,0.724,,102.941,,334360.0,,4.0,,21.84784,,20.0,,1.0,
5ZKMPRDHc7qElVJFh3uRqB,Wanda Jackson,"['nashville sound', 'oklahoma country', 'rock-and-roll', 'rockabilly']",93994.0,51,0.4588,0.0545683058,0.4636,0.2895855659,5.0,3.3911649916,-11.6202,2.4588112372,1.0,0.0,0.0522,0.0273222437,0.6964,0.2141361716,1.764e-06,1.8395e-06,0.31278,0.3083395725,0.5656,0.2442944944,109.7702,21.519787341,154864.0,19782.6950767584,3.8,0.4472135955,45.32514,6.8727072406,6.8,0.4472135955,1.0,0.0
5s9GgX51pD0YhcsQRSYlpF,Ketama,"['cantautor', 'flamenco', 'nuevo flamenco', 'pop flamenco', 'rumba', 'spanish pop']",92666.0,51,0.693,,0.541,,9.0,,-15.112,,0.0,,0.0388,,0.715,,3.72e-05,,0.234,,0.788,,117.957,,276907.0,,4.0,,27.22065,,15.0,,0.0,
0Ekfvspc0hlcxdfJJVjcnq,Guy Clark,"['alternative country', 'country rock', 'folk', 'folk rock', 'indie folk', 'new americana', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country']",92396.0,51,0.6106666667,0.1440497599,0.1624666667,0.1401481478,4.3333333333,5.8594652771,-15.115,2.2118996361,0.6666666667,0.5773502692,0.1396333333,0.1821832136,0.6496666667,0.3351482259,0.0003285833,0.0003328987,0.2963333333,0.2925240731,0.245,0.1630919986,128.826,19.9251104137,264897.6666666667,43665.0705408034,4.0,0.0,41.7863333333,22.2918167412,10.6666666667,2.0816659995,0.0,0.0
7dWw3TXxNe2aEhng9vVRNl,Axel Rudi Pell,"['german metal', 'german power metal', 'hard rock', 'metal', 'power metal']",90684.0,51,0.157,,0.44,,11.0,,-7.523,,1.0,,0.0303,,0.00203,,0.114,,0.109,,0.178,,87.912,,249507.0,,4.0,,20.82295,,15.0,,0.0,
3iJJD5v7oIFUevW4N5w5cj,Arthur Russell,"['art pop', 'art rock', 'cello', 'dream pop', 'experimental', 'fourth world', 'freak folk', 'minimalism', 'modern cello']",90521.0,51,0.5439333333,0.2038351809,0.2913,0.1107474282,5.2,3.6488745819,-17.3182,3.6412726621,0.6,0.5070925528,0.0751866667,0.0546750252,0.3511466667,0.2418436356,0.13994772,0.2032488745,0.1947933333,0.0963024141,0.2737866667,0.1387325169,121.9615333333,25.4798928902,217110.2666666667,113523.5719490303,3.8666666667,0.3518657753,36.2837526667,13.756972201,9.4,4.1884194087,0.0,0.0
502FY8XQYRxClWgolQ3Hf2,Lynn Anderson,"['classic country pop', 'nashville sound']",88276.0,51,0.533,0.1262477723,0.414,0.092862802,3.4,3.8470768123,-12.717,3.7857130108,0.8,0.4472135955,0.03118,0.0037572596,0.4688,0.2140950723,1.396e-06,3.1216e-06,0.30142,0.2285518147,0.739,0.2843721154,124.1734,21.6960376751,171105.0,11555.1737979141,3.8,0.4472135955,43.125906,14.2472690057,8.2,1.303840481,1.0,0.0
5DkgLMKJNj9oYAgbZwzpLo,Panda Dub,"['electro dub', 'french dub']",87658.0,51,0.704,0.0922117129,0.6646,0.1645518155,8.2,3.8340579025,-7.4216,1.5450376371,0.4,0.5477225575,0.1135,0.1476710534,0.061628,0.0696090775,0.5124,0.3030029703,0.3144,0.1162252124,0.42058,0.3122708472,123.2376,29.9867719887,322935.4,101578.3907989293,4.0,0.0,32.95689,4.4697120542,11.6,3.3615472628,0.0,0.0
7zW6wPmVLv4JDJM271gbFc,Wim Mertens,"['belgian contemporary classical', 'compositional ambient', 'minimalism', 'post-minimalism']",82341.0,51,0.525,,0.771,,5.0,,-8.548,,0.0,,0.0333,,0.862,,0.914,,0.0619,,0.206,,131.554,,242114.0,,4.0,,56.61328,,10.0,,0.0,
3BqaUtuQmqIHg7B5Bc7fP7,Nick Lowe,"['alternative country', 'art rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'power pop', 'pub rock', 'roots rock', 'singer-songwriter']",79643.0,51,0.694,,0.656,,0.0,,-10.598,,1.0,,0.026,,0.0586,,1.81e-06,,0.0505,,0.803,,131.684,,210131.0,,4.0,,39.66468,,9.0,,1.0,
05sIdEkXAYDbDDdv3T56Oj,The Chiffons,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'doo-wop', 'merseybeat', 'motown', 'rhythm and blues', 'rock-and-roll']",79335.0,51,0.479875,0.0998090141,0.694125,0.1718757338,5.25,4.5591352564,-4.68125,1.5799535029,0.75,0.4629100499,0.0486375,0.032839825,0.5755,0.1683049953,0.000473155,0.0008298589,0.3417125,0.2881371173,0.6945,0.1833084832,129.874625,48.3023398071,137215.0,23394.7261334076,4.0,0.0,35.14885,12.7600700693,7.75,2.3145502494,1.0,0.0
3Bhgbs9kIwl8SuU0eIqN6b,The Crusaders,"['funk', 'jazz funk', 'jazz fusion', 'smooth jazz', 'soul', 'soul jazz']",78474.0,51,0.71275,0.1583253507,0.569,0.1181044735,5.25,3.6855573979,-10.952,2.9973986499,0.75,0.5,0.044225,0.0163342942,0.3066,0.2699900739,0.62450995,0.4234151985,0.253775,0.3778230748,0.82225,0.1598006571,106.698,18.9695097986,299813.25,79640.1968119743,4.0,0.0,63.2893825,27.8230896276,10.0,3.1622776602,1.0,0.0
3gdIwZY6Q3RXhDteYr4ZvC,Sophie B. Hawkins,"['lilith', 'new wave pop', 'pop rock']",76647.0,51,0.58525,0.0583230943,0.79025,0.0715046619,7.5,3.6968455021,-7.3455,0.9055184519,0.75,0.5,0.0427,0.008163741,0.39,0.1922602403,0.0007441675,0.0014772366,0.19215,0.1490106372,0.51325,0.1135411086,102.0375,17.7367322902,290413.25,31500.706260601,4.0,0.0,39.3527325,16.9460334702,11.5,4.1231056256,1.0,0.0
5kiBy7FO5L4ywMz1xF70PX,The Commitments,[],76368.0,51,0.366,,0.387,,1.0,,-13.329,,0.0,,0.0439,,0.0105,,8.63e-05,,0.213,,0.124,,107.131,,272667.0,,4.0,,29.78672,,13.0,,1.0,
26PDtWYDJ1KD0brukKsJH1,Jennifer Paige,['pop rock'],75106.0,51,0.733,,0.706,,1.0,,-5.652,,0.0,,0.0292,,0.0262,,0.0,,0.0881,,0.598,,115.04,,199960.0,,4.0,,52.00996,,9.0,,1.0,
28eLrVsohdXynlnIzQ2VvI,Lord Of The Lost,"['dark rock', 'gothic metal', 'industrial metal', 'neue deutsche harte']",74143.0,51,0.3955,0.0134350288,0.991,0.0014142136,9.0,0.0,-4.0915,0.4560838739,1.0,0.0,0.192,0.0593969696,1.189e-05,3.5497e-06,0.2625,0.3033488091,0.08655,0.0529622979,0.16125,0.1707662877,162.047,4.2341554057,263127.0,21184.919164349,4.0,0.0,37.31849,16.3785729513,11.0,4.2426406871,0.0,0.0
3VStI6m5Ig9FAyUaa0lYAP,James Otto,"['contemporary country', 'country', 'country road', 'modern country rock']",73663.0,51,0.705,,0.606,,7.0,,-7.047,,1.0,,0.0243,,0.159,,0.00149,,0.242,,0.876,,98.001,,234640.0,,4.0,,79.20988,,10.0,,1.0,
0JXDwBs1sEp6UKoAP58UdF,Seaway,"['alternative emo', 'anthem emo', 'canadian pop punk', 'canadian punk', 'pop punk']",66457.0,51,0.602,0.0155563492,0.55,0.0494974747,8.0,0.0,-7.751,1.496237949,1.0,0.0,0.0246,0.0007071068,0.042115,0.0493348401,9.525e-05,7.74282e-05,0.102,0.0183847763,0.6715,0.038890873,98.0055,0.0091923882,252782.0,251.7300141024,4.0,0.0,20.314755,0.1294641806,14.0,0.0,0.0,0.0
1Zq8pfBl4ejCMrWdeAdphc,Eddie Murphy,"['black comedy', 'comedy']",64871.0,51,0.756,0.0806101731,0.674,0.0311126984,6.0,7.0710678119,-13.0315,0.0190918831,1.0,0.0,0.0799,0.0482246825,0.03725,0.0388201623,0.0001725,0.0002439518,0.19285,0.2123441664,0.7235,0.0714177849,117.6645,24.5542829767,248813.0,6335.6767594315,4.0,0.0,42.79446,7.0644492924,11.0,1.4142135624,1.0,0.0
4lOXDaGBU2mZM3PZU35ar0,The Boys,"['meme rap', 'social media pop']",63238.0,51,0.7135,0.0275771645,0.77,0.1697056275,11.0,0.0,-9.09,3.8226192591,0.0,0.0,0.0585,0.0154149278,0.028,0.0011313708,0.02161075,0.0305318102,0.0482,0.0107480231,0.8545,0.06151829,106.214,7.9860639867,254546.5,14557.2073042875,4.0,0.0,37.95004,11.6588473189,12.5,0.7071067812,1.0,0.0
1PqdKx88nAgPolRy079lMl,Herb Alpert,"['easy listening', 'jazz trumpet']",62194.0,51,0.7582307692,0.0883771783,0.5645384615,0.2087161611,6.0,3.5355339059,-12.1778461538,1.5414960723,0.7692307692,0.4385290097,0.0475692308,0.014009246,0.2791130769,0.2539631287,0.5851047615,0.3823413108,0.1388307692,0.1124189811,0.6631538462,0.2121166527,109.2871538462,22.5264679205,326305.2307692308,72079.9430194857,4.0,0.0,34.0361753846,12.0085523971,13.4615384615,2.933012803,1.0,0.0
6RHDASo3OVNiNY2nrGx3qc,Cotton Jones,"['baroque pop', 'freak folk', 'indie folk', 'indie rock', 'stomp and holler']",61489.0,51,0.5432,0.0880607745,0.5664,0.1549751593,4.8,3.9623225512,-8.6958,2.6651484386,0.4,0.5477225575,0.03622,0.0183683696,0.4748,0.3237540733,0.00106666,0.0015605793,0.13304,0.0378841392,0.5402,0.2182904029,119.5312,21.2794181241,259850.4,81857.6968513041,3.8,0.4472135955,66.364116,59.1287234874,9.0,3.3911649916,0.0,0.0
4gNEgDZhEu6ldAI2wWdZsL,Crush 40,"['j-metal', 'japanese vgm', 'otacore']",61042.0,51,0.3683636364,0.078775977,0.8901818182,0.0540681388,7.1818181818,2.8572077915,-6.3099090909,0.5181548908,1.0,0.0,0.0712454545,0.0325265234,0.0001845618,0.0004915099,0.0589048082,0.119412331,0.1840545455,0.1715710078,0.4666363636,0.1148340304,132.988,42.1541994302,254477.5454545454,59995.5637516036,4.0,0.0,33.0534154545,14.5953827556,10.9090909091,2.2563042993,0.0,0.0
4aSEmLLxLX9wR5aLMllOKj,Los Lonely Boys,[],60606.0,51,0.664,,0.862,,6.0,,-5.403,,1.0,,0.0679,,0.378,,4.19e-06,,0.0824,,0.782,,91.91,,227347.0,,4.0,,33.83419,,8.0,,1.0,
30AzZL0valZQ62OIQiFWvk,Beverley Knight,"['british soul', 'neo soul']",60531.0,51,0.766,,0.687,,9.0,,-8.747,,1.0,,0.118,,0.00579,,0.00078,,0.107,,0.685,,93.999,,288000.0,,4.0,,32.6972,,12.0,,0.0,
6lqmbDjxe5rhvXIyfNl23o,Harley Poe,"['acoustic punk', 'anti-folk', 'folk punk']",59983.0,51,0.345,,0.714,,0.0,,-5.48,,1.0,,0.0566,,0.296,,0.0,,0.127,,0.524,,178.522,,215079.0,,4.0,,43.9041,,11.0,,0.0,
0CZzh950BDSsosMF5Lft5K,Fancy,"['europop', 'hi-nrg', 'italian disco']",57181.0,51,0.7545,0.0346482323,0.5995,0.0021213203,7.5,4.9497474683,-12.922,1.8342349904,0.5,0.7071067812,0.173,0.0014142136,0.2035,0.129400541,0.26753595,0.378251287,0.0626,0.0086267027,0.508,0.2786000718,113.008,12.6897382952,204166.5,37796.9787747645,4.0,0.0,40.27353,22.953280087,9.0,0.0,1.0,0.0
0jaaOnUYwYBQeUTH0sZVe1,Pauline Croze,"['chanson', 'french pop', 'french rock', 'nouvelle chanson francaise']",56591.0,51,0.721,,0.467,,9.0,,-11.475,,0.0,,0.0549,,0.847,,0.00149,,0.129,,0.893,,80.005,,165320.0,,4.0,,35.78319,,6.0,,0.0,
4zKNSiS1LD7OT0z3hTqRE8,Grupo G,['cumbia sonidera'],56143.0,51,0.894,,0.698,,1.0,,-6.284,,0.0,,0.0451,,0.132,,0.00291,,0.125,,0.622,,95.021,,190320.0,,4.0,,35.70818,,6.0,,0.0,
4vZduJO8Uukqzx64de5JxV,Robin Gibb,['soft rock'],54958.0,51,0.829,,0.604,,0.0,,-14.044,,1.0,,0.0304,,0.118,,1.62e-05,,0.0746,,0.881,,125.332,,227281.0,,4.0,,34.73104,,12.0,,1.0,
1Jqk46QvzUn7SnwmTGX6Cw,Jo Stafford,"['adult standards', 'big band', 'brill building pop', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']",54694.0,51,0.44825,0.1919034045,0.19125,0.0580366264,4.0,2.7080128015,-12.1805,1.3335177789,0.25,0.5,0.0446,0.0129612242,0.933,0.0269938265,0.000957395,0.001842411,0.2835,0.0727621697,0.51375,0.287939085,118.6255,35.266157323,166753.25,22174.8554655192,4.0,0.0,36.294285,11.9414252876,9.25,1.8929694486,0.0,0.0
6AE5XsUcbWE2XrQccVVJyd,Uyama Hiroto,"['ambeat', 'jazztronica']",53058.0,51,0.551,,0.796,,6.0,,-8.702,,0.0,,0.042,,0.466,,0.968,,0.104,,0.86,,123.038,,269387.0,,4.0,,35.14747,,11.0,,0.0,
3XquRQYlB1gXQkYdOV7S2x,Paddy And The Rats,"['celtic punk', 'celtic rock', 'hungarian punk', 'pirate', 'shanty']",51914.0,51,0.345,0.0311126984,0.8855,0.0855599205,7.0,0.0,-2.9485,0.5296229791,1.0,0.0,0.06095,0.0328804653,0.04815,0.0294863528,4.475e-06,6.3286e-06,0.1988,0.1445326261,0.676,0.2800142853,175.08,21.121279554,194660.0,39607.8792413833,3.5,0.7071067812,46.59615,3.2243786379,8.5,0.7071067812,0.0,0.0
2bHgAaZ7qbGbMMXwAQm48I,General Levy,"['ragga jungle', 'uk reggae']",50326.0,51,0.823,0.0056568542,0.8005,0.028991378,8.5,0.7071067812,-8.6535,0.1788980156,0.0,0.0,0.23265,0.199899087,0.1076,0.0585484415,0.0,0.0,0.1575,0.0586898628,0.923,0.0098994949,150.276,61.7318362111,222760.0,10634.8859890457,4.0,0.0,32.15038,24.5107534833,13.0,1.4142135624,0.0,0.0
7GPNaPWw3STF8NYp39pd8G,Amii Stewart,"['disco', 'hi-nrg']",49307.0,51,0.656,0.0466690476,0.8045,0.0007071068,2.0,0.0,-9.4255,2.5081077529,1.0,0.0,0.0673,0.0345068109,0.00303,0.0015980613,0.19304115,0.2728850226,0.0756,0.010323759,0.864,0.0707106781,136.923,5.4701780593,377446.5,179501.1777245486,4.0,0.0,35.747455,9.2258555194,13.0,4.2426406871,1.0,0.0
5WIoytpqi3VWoFSHnl49in,Aram Khachaturian,"['caucasian classical', 'classical', 'early modern classical', 'russian modern classical']",48997.0,51,0.44,,0.52,,7.0,,-19.262,,1.0,,0.0474,,0.901,,0.767,,0.116,,0.558,,95.558,,133880.0,,4.0,,25.40492,,7.0,,0.0,
0mFoqJiNDtYntypvy6roGR,William Bell,"['classic soul', 'funk', 'memphis soul', 'motown', 'soul', 'southern soul']",47577.0,51,0.47575,0.128533718,0.321,0.1384316919,2.75,2.8722813233,-12.1845,4.2854829755,1.0,0.0,0.037725,0.0110765142,0.46725,0.2077953721,2.33e-05,4.66e-05,0.1935,0.1152981642,0.58775,0.1859307667,119.39325,27.4845284524,172113.25,27949.1777144993,3.75,0.5,37.02496,6.7586799377,8.5,1.2909944487,1.0,0.0
673J686eeEXMYJorgQ70lX,The Fleetwoods,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'vocal harmony group']",46756.0,51,0.4748571429,0.096540887,0.1512,0.0801848905,5.2857142857,3.6839419881,-18.0594285714,3.9376283834,1.0,0.0,0.0357285714,0.0046460429,0.7687142857,0.2012458814,0.0013234757,0.0030175531,0.1577142857,0.0937100391,0.3788571429,0.1417291179,109.4298571429,38.3713202033,143233.5714285714,13301.8271158156,3.8571428571,0.377964473,44.05253,16.7126711636,6.8571428571,1.9518001459,1.0,0.0
27IuDZNaLuEtupD8QZftiZ,Ian van Dahl,"['bubble trance', 'eurodance']",45234.0,51,0.739,,0.769,,9.0,,-5.814,,0.0,,0.0447,,0.00297,,0.00154,,0.0574,,0.586,,139.96,,179480.0,,4.0,,102.26214,,3.0,,0.0,
5udgy2xk333j33hKnwDz8O,David Grisman,"['bluegrass', 'instrumental bluegrass', 'jam band', 'jamgrass', 'jazz violin', 'mandolin', 'old-time', 'progressive bluegrass']",45035.0,51,0.4812666667,0.1447305213,0.3571133333,0.2463706408,6.3333333333,3.6384193324,-17.7064,3.9570705579,0.5333333333,0.5163977795,0.0402933333,0.0063880991,0.7892666667,0.1502067464,0.81158,0.2349796715,0.2421733333,0.2373937792,0.6756666667,0.2144103764,126.6110666667,26.8866758171,191371.6,86942.4135742405,4.0666666667,0.2581988897,40.1305766667,16.571257246,9.0,3.8913824205,0.0,0.0
3QAWvRmq1TMLuNtDKVyRaW,Odunsi (The Engine),"['afropop', 'alte', 'alternative r&b', 'indie r&b', 'nigerian pop']",43122.0,51,0.746,,0.671,,8.0,,-4.984,,0.0,,0.055,,0.239,,4.32e-06,,0.327,,0.677,,90.014,,208893.0,,4.0,,21.51249,,11.0,,0.0,
2ttm3uT0N1RN7vwKv1pQgh,Brook Benton,"['adult standards', 'brill building pop', 'motown', 'rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",42250.0,51,0.5341612903,0.1583410026,0.3276774194,0.153356749,4.9032258065,3.1022017849,-15.7379354839,2.8522744367,0.935483871,0.2497310381,0.0497483871,0.0351864166,0.7191612903,0.155000666,0.0146203571,0.0510521726,0.1921225806,0.1464683987,0.5933870968,0.2101912902,108.311483871,28.7523449744,166561.9677419355,35617.0817787232,3.7419354839,0.444802723,39.3480245161,14.5329556637,8.3548387097,2.1220805372,1.0,0.0
6RTCb5pWKinqlUyG2qacit,Ernest Ranglin,"['afrobeat', 'afropop', 'dub', 'funk', 'reggae', 'rock steady', 'roots reggae', 'ska', 'world']",40397.0,51,0.652,,0.184,,0.0,,-16.349,,1.0,,0.168,,0.00966,,0.724,,0.526,,0.486,,172.684,,353640.0,,4.0,,29.23563,,18.0,,0.0,
17KXKtZXlDTWr7lHCsnNQ3,Larz-Kristerz,"['classic swedish pop', 'dansband', 'danspunk']",40103.0,51,0.45,0.1273538378,0.7943333333,0.0786913803,5.6666666667,4.1633319989,-5.351,1.2310499584,0.6666666667,0.5773502692,0.0309666667,0.004005413,0.1654006667,0.2401982315,0.0004806667,0.0006270896,0.197,0.0926012959,0.756,0.1941056413,154.131,36.8905671005,178093.3333333333,19539.393601986,4.0,0.0,32.42269,10.6600297437,7.3333333333,1.1547005384,0.0,0.0
4wnzivx3OQ3vjrySAdTdJP,Ron Carter,"['avant-garde jazz', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz funk', 'jazz fusion', 'soul jazz']",38982.0,51,0.4287777778,0.0698136408,0.3537888889,0.1573138618,4.7777777778,3.0322342331,-17.2891111111,3.1751389908,0.7777777778,0.4409585518,0.0366777778,0.0060356809,0.5725666667,0.3140461988,0.7878888889,0.1632669933,0.1179222222,0.0299422685,0.3768111111,0.1932609534,110.871,25.2790739793,393656.3333333333,95885.0570618279,3.6666666667,0.5,41.7454111111,18.8036862455,17.0,4.9749371855,0.0,0.0
65Soberz2DNvbx2hrxHcx5,Lauren Duski,"['contemporary country', 'country pop', 'viral pop']",38036.0,51,0.449,0.022627417,0.3915,0.0770746391,2.0,0.0,-5.9505,0.6158900064,1.0,0.0,0.03305,0.0074246212,0.4495,0.3415325753,0.0,0.0,0.11265,0.0358503138,0.218,0.0353553391,101.7955,42.7467262431,199278.0,16198.4021434214,4.0,0.0,32.01304,0.3716128978,9.0,1.4142135624,1.0,0.0
221iMiF62DFPnVuCLJakP1,Diana King,['reggae fusion'],37932.0,51,0.7235,0.0473761543,0.84,0.0692964646,2.0,2.8284271247,-5.89,1.1539982669,0.5,0.7071067812,0.05425,0.0074246212,0.030075,0.0301581042,9.815e-05,0.0001242387,0.08995,0.0006363961,0.6795,0.2001112191,111.983,19.7636345342,229846.5,25899.2000745197,4.0,0.0,23.58122,4.9443027461,11.5,0.7071067812,1.0,0.0
7HNEfHmDlFofG6YnMt8G7N,Jack Ingram,"['country road', 'texas country']",37540.0,51,0.5803333333,0.0076376262,0.8676666667,0.0512477642,5.6666666667,3.2145502537,-5.3723333333,0.454991575,1.0,0.0,0.0405333333,0.0083966263,0.0396686667,0.0340273088,0.0004040667,0.0006893255,0.268,0.145934917,0.6433333333,0.1166290416,113.9376666667,5.2236776636,196595.3333333333,28572.1601621812,4.0,0.0,26.3039233333,8.8914655413,8.6666666667,1.5275252317,1.0,0.0
5b2OzvLaL6nyxw5pbVbSdy,Skeeter Davis,"['brill building pop', 'nashville sound']",37269.0,51,0.401,0.1548612282,0.38225,0.1674674809,3.625,3.961871852,-9.471125,1.6246041661,1.0,0.0,0.0289625,0.0019537053,0.822,0.1028382919,1.45975e-05,3.13634e-05,0.219125,0.104999915,0.532375,0.2240210051,128.1315,35.8184960321,144039.875,19043.6016359264,3.5,0.5345224838,33.9366075,20.0326100347,7.5,1.6035674515,1.0,0.0
6mLXvSt7Xxy2r9uBba1O6Z,Dawn Penn,['rock steady'],36471.0,51,0.811,,0.428,,7.0,,-10.728,,1.0,,0.221,,0.0122,,0.317,,0.344,,0.653,,80.962,,277893.0,,4.0,,36.04817,,13.0,,1.0,
2PmYKBQgsjegT3k5C6pkqW,one sonic society,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'world worship', 'worship']",35784.0,51,0.255,,0.674,,2.0,,-7.147,,1.0,,0.0474,,0.166,,0.0,,0.624,,0.184,,136.101,,287612.0,,4.0,,56.37155,,10.0,,0.0,
2b8d0BREA7r3nbVhD649yX,Kings Of Tomorrow,"['classic house', 'deep house', 'disco house', 'garage house', 'house', 'soulful house', 'tribal house', 'vocal house']",34197.0,51,0.8855,0.0233345238,0.6525,0.4645691552,4.0,4.2426406871,-6.0535,1.7472608563,0.5,0.7071067812,0.06085,0.0174655375,0.00109665,0.0015320883,0.2342,0.3235720631,0.1136,0.0458205194,0.5055,0.1393000359,123.9885,1.3951216793,357362.5,28563.5784260306,4.0,0.0,54.036895,11.9209081631,13.5,6.3639610307,0.0,0.0
4lCsf6uYTVnWSKm99eKkdY,Seekae,['ambient idm'],33835.0,51,0.544,,0.579,,8.0,,-8.52,,1.0,,0.0712,,0.193,,1.43e-05,,0.117,,0.294,,109.769,,303661.0,,4.0,,36.63937,,12.0,,0.0,
3jrgftS3TYbNxcPt5itKhz,Robbie Dupree,"['soft rock', 'yacht rock']",33239.0,51,0.6546666667,0.0616954888,0.563,0.0777367352,4.3333333333,2.5166114784,-10.525,1.4468348213,1.0,0.0,0.0356333333,0.0054884728,0.2316666667,0.1004207814,6.83633e-05,0.0001148681,0.2062666667,0.1932382295,0.7113333333,0.0565184336,120.903,2.2220483793,213613.3333333333,8199.4184143348,4.0,0.0,49.10315,19.7539641714,9.0,1.0,1.0,0.0
0eet2VBconGGtNYJ0CBgHu,Eloy,"['reggaeton flow', 'trap latino']",32478.0,51,0.3385,0.1432806105,0.42080625,0.1682099104,5.25,4.3282020902,-12.511875,3.2443695202,0.25,0.4472135955,0.03658125,0.0041439464,0.147448,0.2514226076,0.33021,0.3025219445,0.173725,0.116362007,0.2471375,0.1775600363,113.993625,32.1923736784,400052.5,223492.9115639539,3.6875,0.793200269,38.3742625,16.3251197566,15.375,8.4921532409,0.0,0.0
3cS04S9ChhEClgDghrhOzg,Stan Rogers,"['canadian celtic', 'canadian singer-songwriter', 'celtic', 'shanty']",32237.0,51,0.598,,0.134,,2.0,,-10.243,,1.0,,0.0952,,0.828,,0.0,,0.116,,0.424,,107.985,,289733.0,,3.0,,65.37969,,12.0,,0.0,
34MYamymtmnsmpwbqydd7I,Alexander Borodin,"['classical', 'late romantic era', 'russian romanticism']",30923.0,51,0.252,,0.165,,9.0,,-17.471,,1.0,,0.0442,,0.946,,0.0638,,0.0696,,0.114,,99.514,,346867.0,,3.0,,81.74457,,15.0,,0.0,
5GImm0oU5MkW7OHkb91jwu,Wolfgang Lohr,"['electro swing', 'nu jazz']",30373.0,51,0.839,,0.864,,5.0,,-6.199,,0.0,,0.0471,,0.122,,0.486,,0.0781,,0.942,,120.053,,218000.0,,4.0,,48.5107,,8.0,,0.0,
2bNtosg6E8tvmN6wYxPCfu,Curtis Stigers,"['contemporary vocal jazz', 'vocal jazz']",28910.0,51,0.612,0.0890954544,0.721,0.1428355698,2.5,3.5355339059,-8.378,0.8386286425,1.0,0.0,0.03765,0.0099702056,0.11315,0.0789838275,1.39e-05,1.96576e-05,0.4225,0.2382949853,0.511,0.3153696244,120.0515,21.2987633561,254566.5,17923.0355827354,3.5,0.7071067812,53.85138,5.3724700442,9.5,0.7071067812,1.0,0.0
1MPcILKoMCJym9KscdYxuM,White Town,['derby indie'],27784.0,51,0.815,,0.605,,5.0,,-9.118,,0.0,,0.0368,,0.033,,0.684,,0.114,,0.795,,102.643,,259893.0,,4.0,,69.23949,,7.0,,1.0,
1tP3R35TdPW8BMwmTPOoVZ,Arthur Verocai,"['bossa nova', 'brazilian jazz', 'jazz funk', 'psicodelia brasileira']",27404.0,51,0.4074,0.1074257883,0.4318,0.1287641254,4.6,2.6076809621,-13.7316,1.3741802284,0.0,0.0,0.03356,0.0062950774,0.52418,0.2709394988,0.2878388,0.4220276345,0.16934,0.1760102781,0.4712,0.2199993182,82.8782,16.7746744588,204813.6,67161.2798999543,4.0,0.0,41.581452,17.936431465,8.6,3.286335345,0.0,0.0
1mYvu9huHeR7ho3iGAgCsn,The Dynamics,"['afrobeat', 'electronica', 'funk', 'nu jazz', 'soul']",27040.0,51,0.632,,0.509,,6.0,,-11.002,,0.0,,0.0245,,0.372,,0.000749,,0.0716,,0.624,,90.688,,198333.0,,4.0,,36.23476,,9.0,,1.0,
0x6v7KDiu5YRgHIx7d2Qkm,Master Blaster,"['bubblegum dance', 'eurodance', 'europop', 'hands up']",27037.0,51,0.6705,0.0417193001,0.965,0.0325269119,5.0,7.0710678119,-8.043,0.0268700577,1.0,0.0,0.0376,0.0026870058,0.045625,0.0527148105,0.40445,0.4306987404,0.321,0.0749533188,0.7205,0.1562705986,135.999,1.450983115,190208.0,21749.1903757358,4.0,0.0,28.967025,11.8723864957,9.5,0.7071067812,0.0,0.0
