id,name,genres,followers,popularity,mean_danceability,sd_danceability,mean_energy,sd_energy,mean_key,sd_key,mean_loudness,sd_loudness,mean_mode,sd_mode,mean_speechiness,sd_speechiness,mean_acousticness,sd_acousticness,mean_instrumentalness,sd_instrumentalness,mean_liveness,sd_liveness,mean_valence,sd_valence,mean_tempo,sd_tempo,mean_duration_ms,sd_duration_ms,mean_time_signature,sd_time_signature,mean_chorus_hit,sd_chorus_hit,mean_sections,sd_sections,mean_target,sd_target
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",44606973.0,100,0.6146190476,0.118951871,0.623,0.2217521139,4.1904761905,3.709704134,-6.4540952381,3.0163383581,0.5238095238,0.5117663157,0.0807952381,0.0719241648,0.2740447619,0.3473664192,0.0002129386,0.0005275394,0.1717285714,0.0878470896,0.5507095238,0.2168433349,125.4234285714,34.150711992,210104.8571428571,29205.3426880866,4.0,0.0,39.3533285714,11.9882930968,10.1428571429,2.0563490532,1.0,0.0
3TVXtAsR1Inumwj472S9r4,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",54416812.0,98,0.7220588235,0.1403766949,0.5531960784,0.172235887,6.0980392157,3.8691337633,-7.8342745098,2.806383474,0.5490196078,0.502542555,0.2032901961,0.128649899,0.1605608431,0.2102507995,0.0026469118,0.0121718118,0.203072549,0.1634336759,0.3745196078,0.1865717932,122.9629215686,32.817728541,227211.6470588235,45487.4527107525,4.0196078431,0.2441471752,46.2611803922,21.3627863783,9.9411764706,2.6337180161,1.0,0.0
06HL4z0CvFAxyc27GXpf02,Taylor Swift,"['pop', 'post-teen pop']",38869193.0,98,0.6041346154,0.1019734738,0.6625192308,0.1422638381,5.1923076923,2.6644976096,-5.7512884615,1.9666938549,0.9038461538,0.2976782962,0.0645615385,0.1279400245,0.1393374423,0.169583546,0.0003636727,0.0011421198,0.1484865385,0.0872112491,0.4593826923,0.2080425199,117.0486153846,26.3541327965,231245.5384615385,35189.4696723611,3.9807692308,0.1386750491,36.21746,13.1211664167,10.6346153846,2.1965110137,1.0,0.0
4q3ewBCX7sLwd24euuV69X,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",32244734.0,98,0.886,,0.672,,1.0,,-4.394,,1.0,,0.188,,0.0363,,8.78e-06,,0.101,,0.526,,91.976,,192024.0,,4.0,,21.73774,,7.0,,1.0,
3Nrfpe0tUJi4K4DXYWgMUX,BTS,"['k-pop', 'k-pop boy group']",31623813.0,96,0.5775,0.028991378,0.747,0.0395979797,1.5,0.7071067812,-4.275,0.339411255,0.0,0.0,0.04585,0.0122329473,0.012335,0.0136683741,0.0,0.0,0.18685,0.168503546,0.5155,0.2425376259,103.66,36.9944125781,232728.5,13584.2283733748,4.0,0.0,36.333415,14.9882949534,12.5,0.7071067812,1.0,0.0
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",31308207.0,96,0.58,0.1027990864,0.602125,0.1391490638,5.3333333333,3.7954969505,-6.9502916667,1.7368275797,0.3333333333,0.4815434123,0.0812875,0.0565154716,0.2319491667,0.2533851399,0.0001527654,0.000519626,0.1576666667,0.0940766139,0.3540666667,0.1878744786,124.9510416667,30.8905048863,240723.75,43769.3266661066,3.875,0.3378319623,44.2747066667,29.4329207435,9.875,2.2128576842,1.0,0.0
4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,"['chicago rap', 'melodic rap']",16996777.0,96,0.66325,0.0772431227,0.64425,0.0884723524,3.75,3.6547425158,-5.738125,1.1849633433,0.75,0.4629100499,0.16135,0.102814507,0.1850125,0.1262685397,4.64125e-05,0.0001172968,0.1474,0.0813505993,0.42625,0.2188481209,126.045375,37.1381412295,202713.625,34435.9441113393,4.125,0.3535533906,48.89922625,21.9299321825,8.875,2.5877458475,1.0,0.0
66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,"['pop', 'post-teen pop']",61301006.0,95,0.5863157895,0.1592454613,0.6530526316,0.1782636854,5.3157894737,3.3508312663,-5.6868421053,2.2753660087,0.5789473684,0.5072572735,0.0965947368,0.0797783769,0.2264052632,0.2029958989,8.9611e-06,2.90438e-05,0.5424263158,0.3785787572,0.3636315789,0.1766698775,115.1543157895,32.4757225462,188798.3157894737,36469.7407297438,3.8947368421,0.3153017676,49.0380947368,30.163098468,8.3684210526,1.7704527455,1.0,0.0
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",27286822.0,95,0.73,,0.809,,5.0,,-6.406,,0.0,,0.0876,,0.208,,0.0013,,0.0804,,0.825,,101.965,,171093.0,,4.0,,28.95501,,10.0,,1.0,
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,"['dance pop', 'pop', 'uk pop']",24123468.0,95,0.7973333333,0.0371124418,0.679,0.1258213019,9.0,2.0,-5.5056666667,0.8530564655,0.3333333333,0.5773502692,0.0826333333,0.0125237108,0.01847,0.0195413587,5.2e-06,9.0067e-06,0.1102,0.037614359,0.5983333333,0.0839186114,112.3473333333,13.837913005,203519.0,18042.0512414747,4.0,0.0,32.9322166667,13.1866181761,9.0,1.7320508076,1.0,0.0
7dGJo4pcD2V6oG8kP0tJRR,Eminem,"['detroit hip hop', 'hip hop', 'rap']",43747833.0,94,0.77364,0.1334134801,0.75372,0.104013028,4.12,3.4317148289,-4.37168,1.8902153916,0.56,0.5066228051,0.233476,0.1274009526,0.1275656,0.1487901801,3.23608e-05,0.0001060647,0.234852,0.1714878497,0.562328,0.2141478218,120.57024,32.2281404874,288329.68,42452.3186888537,4.04,0.2,41.5412452,21.1510589326,12.6,2.6140645236,1.0,0.0
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,"['rap', 'slap house']",16118616.0,94,0.7227777778,0.1139262676,0.622,0.1150108691,6.6666666667,3.8405728739,-5.3527777778,1.709950714,0.6666666667,0.5,0.0789222222,0.0651963338,0.1032966667,0.1070460617,1.792e-05,4.88311e-05,0.1644444444,0.0582003246,0.2715444444,0.1888599819,131.0791111111,23.6887220975,228023.6666666667,51114.2683186407,4.0,0.0,37.0576433333,10.7023688941,10.5555555556,2.3511226633,1.0,0.0
246dkjvS1zLTtiykXe5h60,Post Malone,"['dfw rap', 'melodic rap', 'rap']",32167665.0,93,0.6524782609,0.0964972301,0.6359565217,0.1099634147,4.5217391304,3.7643007949,-5.4682173913,1.7545067931,0.6086956522,0.4990108793,0.0650478261,0.042724337,0.2768,0.2109845901,0.027302503,0.1298593812,0.1537,0.0934885166,0.3643478261,0.1680245136,130.8566956522,27.8142686395,207408.1739130435,36110.5081063068,4.0,0.0,41.3893713043,16.0167424542,10.1304347826,2.3607461807,1.0,0.0
0du5cEVh5yTK9QJze8zA0C,Bruno Mars,"['dance pop', 'pop', 'post-teen pop']",29899101.0,93,0.6933846154,0.1066814092,0.6744615385,0.1655861384,4.3846153846,3.4770308583,-5.6375384615,1.3900101688,0.7692307692,0.4385290097,0.0472846154,0.0128535887,0.2563692308,0.2620639756,6.1062e-06,1.99729e-05,0.1551692308,0.0920072315,0.5904615385,0.242903141,131.0188461538,28.4720740108,224085.6153846154,23783.7042550092,4.0,0.0,43.9093538462,12.1266274631,10.0,1.8257418584,1.0,0.0
5f7VJjfbwm532GiveGC0ZK,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",6789005.0,93,0.8336666667,0.1399083033,0.5746666667,0.029143324,10.3333333333,0.5773502692,-5.505,0.812608762,0.3333333333,0.5773502692,0.2280666667,0.1560904012,0.0340666667,0.0166049189,0.0,0.0,0.1176666667,0.0528440473,0.5476666667,0.1369537635,144.9556666667,13.0570047229,200771.6666666667,16428.1892286805,4.0,0.0,46.4638566667,13.2324260859,8.3333333333,1.5275252317,1.0,0.0
4r63FhuTkUYltbVAg5TQnk,DaBaby,"['north carolina hip hop', 'rap']",6485079.0,93,0.81875,0.058305946,0.6965,0.0618950725,3.5,5.0662280512,-5.1995,2.2923982347,0.25,0.5,0.3355,0.0790295303,0.09925,0.0682007576,0.0,0.0,0.14175,0.0426722002,0.78225,0.0793405109,114.1065,33.9599720308,160192.5,11572.2314903681,4.0,0.0,45.2621425,26.6164520233,8.0,2.1602468995,1.0,0.0
6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,"['pop', 'uk pop']",78900234.0,92,0.6701818182,0.1175498347,0.5585454545,0.2120468645,6.1818181818,3.4005347173,-6.4126363636,2.5466280558,0.7272727273,0.4670993665,0.0576454545,0.0307478248,0.3944454545,0.2723151754,4.33291e-05,0.0001395621,0.1371090909,0.0735710603,0.5657272727,0.279004692,106.9500909091,23.3288882395,252083.2727272727,60934.9049528936,3.8181818182,0.4045199175,35.9883090909,10.9036777302,11.9090909091,2.6628760938,1.0,0.0
5pKCCKE2ajJHZ9KAiaK11H,Rihanna,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'urban contemporary']",42244011.0,92,0.6202692308,0.1258117825,0.6644615385,0.1577365476,5.4230769231,3.7435071997,-5.7546153846,1.5172065667,0.4230769231,0.5038314737,0.0728615385,0.0537899996,0.1258821154,0.1881150243,0.0057842885,0.025446301,0.1636115385,0.1364567252,0.5133461538,0.1946638009,119.7593846154,32.6001150772,235549.7692307692,32037.553576149,3.9230769231,0.2717464882,35.698875,9.3901870851,10.2692307692,2.1643972336,1.0,0.0
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,"['electropop', 'pop']",41792604.0,92,0.6478666667,0.1994556401,0.3018733333,0.1456587424,5.3333333333,2.8199966228,-13.2166,4.2325318461,0.6666666667,0.4879500365,0.1889,0.1357138744,0.6697333333,0.2435157568,0.1218932053,0.1966461017,0.18222,0.1777386372,0.3093866667,0.1881117064,122.5108666667,33.3101288668,206110.2,36444.8983382546,3.8666666667,0.3518657753,50.6288853333,37.0306324598,8.5333333333,1.846489591,1.0,0.0
15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,"['emo rap', 'miami hip hop']",26747778.0,92,0.6898823529,0.1316467253,0.4393411765,0.1691613248,5.9411764706,4.1150727247,-8.0417058824,2.9283364895,0.4705882353,0.5144957554,0.1542294118,0.1858639784,0.5650588235,0.267002685,0.0971290371,0.2423358453,0.1478705882,0.0763982719,0.4528823529,0.2053980533,122.6397647059,28.2391240514,131572.5882352941,30941.5623414907,3.9411764706,0.242535625,37.6734941176,14.4444363898,6.7058823529,1.9926334925,1.0,0.0
6LuN9FCkKOj5PcnpouEgny,Khalid,"['alternative r&b', 'pop']",13728298.0,92,0.75775,0.1275104571,0.485,0.0728605975,0.5,0.5773502692,-9.1665,2.2197345937,0.5,0.5773502692,0.172525,0.1718748648,0.164125,0.1280705372,0.08354465,0.1669702492,0.104675,0.0442177472,0.2945,0.1249679959,112.752,28.3361095777,212130.0,14691.7067082079,4.0,0.0,36.171515,10.336176721,9.25,1.2583057392,1.0,0.0
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,"['chicago rap', 'rap']",13713751.0,92,0.6396666667,0.133976732,0.7082777778,0.1487001743,4.5555555556,3.8535273715,-5.0235,1.5453133035,0.5,0.5144957554,0.1714277778,0.1216641317,0.1106921111,0.1444195493,0.027780295,0.1178505021,0.2684555556,0.2248937899,0.3881111111,0.1792516761,125.2268888889,33.0594675358,219037.3333333333,57746.7472351066,4.0,0.0,42.8379027778,17.4528624528,9.3333333333,2.3763541031,1.0,0.0
04gDigrS5kc9YWfZHwBETP,Maroon 5,"['pop', 'pop rock']",30291109.0,91,0.6694736842,0.1095832349,0.7596315789,0.1458538883,3.8421052632,3.3872827178,-4.945,1.7574520382,0.4736842105,0.512989176,0.0413421053,0.0151047202,0.0880268421,0.1857800408,1.88421e-05,8.21308e-05,0.1383210526,0.1231293158,0.6569473684,0.2178346656,120.0373157895,25.8410070754,213705.0,21590.8358388975,4.0,0.0,38.0950589474,13.7658561753,9.4210526316,1.8653504131,1.0,0.0
1r4hJ1h58CWwUQe3MxPuau,Maluma,"['latin', 'reggaeton', 'reggaeton colombiano']",25073031.0,91,0.8015,0.0502045815,0.7735,0.0247487373,4.5,0.7071067812,-4.509,1.9120167363,0.5,0.7071067812,0.10465,0.0386787409,0.2325,0.0275771645,5.7e-07,8.061e-07,0.2685,0.1138441918,0.667,0.0692964646,93.0035,1.4474475811,207218.0,32218.6133779839,4.0,0.0,39.93375,14.6142708215,7.5,3.5355339059,1.0,0.0
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",22831280.0,91,0.8084,0.0786053433,0.7522,0.088942116,2.2,2.1679483389,-5.3462,1.4383360873,0.4,0.5477225575,0.10282,0.0935459352,0.14172,0.1184752801,6.46e-07,9.32e-07,0.1858,0.1556570429,0.7468,0.1352338715,110.009,37.0386897244,204117.2,18947.1014854515,4.0,0.0,38.370452,17.3573468062,10.8,1.303840481,1.0,0.0
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",11209483.0,91,0.800625,0.0492658604,0.56725,0.1455214761,5.875,3.9074105419,-6.7765,0.9866270101,0.125,0.3535533906,0.291075,0.1478610907,0.0515175,0.029395814,3.5375e-06,1.00056e-05,0.122125,0.0191418576,0.35375,0.2021200139,118.73275,33.0936970337,227953.375,55277.2299774703,4.0,0.0,32.79425625,14.7752640334,11.375,3.2043497223,1.0,0.0
1RyvyyTE3xzB2ZywiAwp0i,Future,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",10099191.0,91,0.7426,0.0941443336,0.5815,0.1239007219,7.1,3.6347092196,-6.9652,1.3665835584,0.4,0.5163977795,0.15769,0.1229482678,0.0438188,0.0650011659,0.003231875,0.0073281804,0.22121,0.0971693647,0.2996,0.1402776612,142.2198,10.0417144375,216883.1,39440.6094680484,4.0,0.0,45.083719,23.4247473708,9.5,2.3213980462,1.0,0.0
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,"['dance pop', 'pop', 'pop rap']",6208117.0,91,0.689,,0.516,,8.0,,-5.857,,1.0,,0.0444,,0.513,,0.0,,0.163,,0.209,,124.876,,190920.0,,4.0,,47.32485,,9.0,,1.0,
50co4Is1HCEo8bhOyUWKpn,Young Thug,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",6110874.0,91,0.841875,0.1419058415,0.581625,0.0562695998,6.625,3.5431019501,-6.631375,2.5364526938,0.625,0.5175491695,0.1822,0.1263938403,0.08553375,0.1387600423,1.45e-07,4.101e-07,0.1503375,0.0910713839,0.47875,0.2119964622,121.338375,18.6551648608,202906.625,29129.1252722254,4.0,0.0,36.3057025,6.5107431156,9.75,1.4880476183,1.0,0.0
6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']",2889175.0,91,0.567,,0.515,,6.0,,-10.265,,0.0,,0.247,,0.354,,0.0,,0.078,,0.321,,120.1,,224000.0,,1.0,,32.79083,,9.0,,1.0,
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",22429621.0,90,0.7023333333,0.0995707454,0.7863333333,0.1380446788,10.6666666667,0.5773502692,-5.384,1.0043286315,0.3333333333,0.5773502692,0.0535666667,0.0310493693,0.0802333333,0.0667507553,0.0003476667,0.0003155699,0.1235,0.0496764532,0.6046666667,0.1701538519,130.0183333333,0.0573527099,191426.6666666667,4229.1727717526,4.0,0.0,30.3259466667,7.5829366022,8.6666666667,0.5773502692,0.0,0.0
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']",20977302.0,90,0.681,0.1880045008,0.6979285714,0.1332230428,6.7142857143,3.8715644111,-5.3244285714,2.1336751506,0.6428571429,0.4972451581,0.2094928571,0.1197419627,0.1044485714,0.1069654485,0.0105938379,0.0347416155,0.2026714286,0.1496956884,0.5510714286,0.2232540685,132.1715,28.8290617386,222008.5714285714,31219.7000964117,4.0,0.3922322703,41.5454435714,21.143869446,10.5,2.5038431998,1.0,0.0
4AK6F7OLvEQ5QYCBNiQWHq,One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",20934285.0,90,0.6274705882,0.0846515783,0.7093529412,0.1979895645,4.4117647059,3.1831357089,-4.9341176471,2.578639367,0.7058823529,0.4696682183,0.0485176471,0.0190422962,0.15703,0.2633148407,0.0,0.0,0.1521470588,0.131151273,0.5659411765,0.2189655996,119.759,22.3707720559,209384.294117647,26099.8700757415,4.0,0.0,35.34532,11.9343400319,9.4117647059,1.9383892646,1.0,0.0
5WUlDfRSoLAfcVSX1WnrxN,Sia,"['australian dance', 'australian pop', 'dance pop', 'pop']",19350197.0,90,0.4426666667,0.0576396854,0.78,0.0157162336,5.3333333333,4.0414518843,-4.0316666667,1.071093989,0.6666666667,0.5773502692,0.0494666667,0.0005131601,0.0951333333,0.1376407038,6.58333e-05,5.3784e-05,0.1075,0.0387524193,0.505,0.064210591,115.709,15.1033584345,245613.3333333333,25736.7078961808,4.3333333333,0.5773502692,36.5879733333,16.530437879,9.0,1.7320508076,1.0,0.0
4kYSro6naA4h99UJvo89HB,Cardi B,"['pop', 'pop rap', 'post-teen pop', 'rap']",15762250.0,90,0.886,0.0650230728,0.561,0.0330605505,5.0,3.6055512755,-6.801,1.3073610825,0.3333333333,0.5773502692,0.3353333333,0.0659570567,0.01998,0.0127920757,1.8933e-06,3.2793e-06,0.1140666667,0.0211946534,0.3323333333,0.1759242261,138.755,11.8799845118,179368.6666666667,33690.5225298352,4.0,0.0,36.6646033333,16.8416253362,10.3333333333,1.5275252317,1.0,0.0
6KImCVD70vtIoJWnq6nGn3,Harry Styles,"['pop', 'post-teen pop']",14086781.0,90,0.57875,0.0691730921,0.70075,0.1091798974,5.75,4.3493294502,-5.16975,2.0347129814,0.75,0.5,0.039525,0.0091273855,0.0531,0.0464045256,0.00112675,0.0022488358,0.17175,0.1101495196,0.4045,0.1841312937,104.09925,10.9204999084,223513.25,79762.0737041317,4.0,0.0,47.49503,10.8347061735,9.25,2.8722813233,1.0,0.0
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",13493933.0,90,0.5856538462,0.1443357038,0.6380769231,0.1292782806,5.6923076923,3.9066019072,-6.0846538462,1.4727701502,0.4230769231,0.5038314737,0.1009,0.0809361477,0.1092071923,0.1343553043,1.04146e-05,3.9413e-05,0.1516615385,0.082131641,0.4818846154,0.1556550871,117.9991153846,34.1213154991,227165.6538461538,30554.8262923451,3.8846153846,0.5883484054,39.9909476923,17.1003523168,9.6153846154,2.2641011122,1.0,0.0
55Aa2cqylxrFIXC767Z865,Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",10309562.0,90,0.6947,0.074963769,0.7457,0.1109865357,6.7,4.0838435055,-4.8949,2.0544455024,0.5,0.5270462767,0.14974,0.1116793346,0.0506547,0.1103875484,0.000184314,0.0003586087,0.22794,0.130548009,0.5388,0.2132649891,119.6166,26.9873786105,247350.5,38722.924735298,4.0,0.0,46.196368,19.3574469089,11.5,2.0138409956,1.0,0.0
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,"['atl hip hop', 'melodic rap', 'rap', 'trap']",3071007.0,90,0.861,,0.481,,2.0,,-7.309,,1.0,,0.343,,0.125,,1.38e-05,,0.0903,,0.188,,146.992,,195736.0,,4.0,,38.01764,,9.0,,1.0,
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,"['modern rock', 'rock']",33665795.0,89,0.5909090909,0.1294854853,0.7435454545,0.0972742141,4.3636363636,3.9057067804,-5.0988181818,1.6314049049,0.8181818182,0.4045199175,0.0649090909,0.0394431351,0.1223009091,0.0960539057,0.0125343264,0.0402927745,0.2259272727,0.1777163419,0.4367909091,0.2088133159,130.6256363636,32.2148405468,202428.2727272727,27274.6575527206,4.0,0.0,36.0921645455,9.8878766486,8.8181818182,1.4012980995,1.0,0.0
1dfeR4HaWDbWqFHLkxsg1d,Queen,"['classic rock', 'glam rock', 'rock']",33483326.0,89,0.5178333333,0.1842728758,0.648875,0.1839870772,4.2916666667,3.6532197433,-7.3070416667,2.3800208527,0.7083333333,0.4643056215,0.0685333333,0.0573057905,0.2276375,0.2049887077,0.0529177862,0.1936614651,0.2476125,0.2045565645,0.4579166667,0.2158205609,116.0024166667,30.8103683761,248368.2083333333,70854.3334988299,3.9583333333,0.2041241452,39.45555625,14.594524741,10.8333333333,4.3505788387,1.0,0.0
7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",32419313.0,89,0.681125,0.1051630537,0.69975,0.1013928005,8.75,3.370036032,-5.5755,1.0687979897,0.5,0.5345224838,0.0714125,0.0494306856,0.2049375,0.1948089022,0.0,0.0,0.1057375,0.0304477509,0.6155,0.2725142198,123.948875,22.2582460831,201138.5,11256.542402405,3.875,0.3535533906,35.5876,10.3262631796,9.5,1.3093073414,1.0,0.0
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,"['permanent wave', 'pop']",29753797.0,89,0.4586,0.140375415,0.6288666667,0.1718898595,5.8666666667,3.1817934446,-7.2559333333,1.7314986682,0.5333333333,0.5163977795,0.0344066667,0.0078627936,0.0947430667,0.1579724162,0.109349828,0.2490087458,0.1769,0.1349848828,0.2865333333,0.1193158274,123.1083333333,24.1428370053,262028.2666666667,27033.2201677509,4.0,0.0,40.0168393333,16.040793393,10.6666666667,2.0930724739,1.0,0.0
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,"['dance pop', 'pop', 'post-teen pop']",26692413.0,89,0.6689090909,0.1355717187,0.6664545455,0.195085296,6.6363636364,3.6680438185,-5.5213636364,1.8772815065,0.2727272727,0.4670993665,0.0832090909,0.0747275512,0.1054172727,0.1662000087,0.0023338927,0.0076504245,0.2261727273,0.1625118032,0.5033272727,0.1757258609,109.4153636364,21.0733197113,207142.5454545454,22635.2590237604,4.0909090909,0.3015113446,47.1443536364,28.8197145707,8.9090909091,2.625054112,1.0,0.0
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,"['dance pop', 'pop', 'post-teen pop']",19543911.0,89,0.5501666667,0.0989534947,0.6464444444,0.1946010163,5.2222222222,2.9416992999,-6.1415,2.5192729635,0.7777777778,0.4277926319,0.0741555556,0.0481211978,0.168215,0.2483069735,1.38817e-05,3.9777e-05,0.1899388889,0.1568041196,0.4729444444,0.2158175897,135.1377222222,34.04660851,209687.0,14569.2392388896,3.8888888889,0.3233808334,39.8840727778,11.9141878117,9.0,1.7149858514,1.0,0.0
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",17065065.0,89,0.7104285714,0.1034740505,0.638,0.1280072113,3.3571428571,3.2488374928,-6.7067857143,1.491637313,0.5714285714,0.513552591,0.2276642857,0.1545336339,0.1396058571,0.2028669384,2.18721e-05,5.88212e-05,0.2049,0.1368172391,0.4523928571,0.2032904495,123.104,32.0104477968,248843.7142857143,75408.4450569834,4.0,0.0,40.2331371429,17.2548357365,11.4285714286,2.8206460175,1.0,0.0
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,"['dance pop', 'pop', 'post-teen pop']",17047864.0,89,0.6317,0.138396874,0.70065,0.1835705156,4.3,4.1179964469,-5.2064,1.2778386522,0.6,0.50262469,0.05142,0.0300413504,0.1626084,0.2436191735,0.001257943,0.0043210272,0.20241,0.1764757085,0.46705,0.2192608336,120.46925,11.014181714,245954.9,40073.2799951342,4.0,0.0,42.7330475,20.3494042593,9.9,2.2687812634,1.0,0.0
26VFTg2z8YR0cCuwLzESi2,Halsey,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",14626427.0,89,0.619,0.1443565031,0.6226666667,0.0945614439,5.3333333333,4.5460605657,-5.1288333333,1.1218866996,0.3333333333,0.5163977795,0.0544,0.0207021738,0.1209166667,0.1178331433,9.17e-06,1.78142e-05,0.1984833333,0.1206098241,0.446,0.1537790623,129.4335,28.9963808138,199225.8333333333,20908.7372303223,4.0,0.0,32.3160633333,8.3378049306,9.3333333333,3.0110906108,1.0,0.0
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,"['art pop', 'pop']",12750166.0,89,0.378,0.1459588983,0.417,0.0980255069,7.8,3.8340579025,-9.4198,1.6623957712,0.0,0.0,0.03588,0.004653171,0.5526,0.30068555,0.00502958,0.0070017728,0.1376,0.0613701882,0.14392,0.0507081059,117.3268,26.3937563962,267193.4,48171.6133038951,4.0,0.7071067812,35.849384,19.7036241198,11.2,3.1937438845,1.0,0.0
7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,"['country rap', 'lgbtq+ hip hop', 'pop rap', 'queer country']",4562300.0,89,0.703,,0.594,,5.0,,-6.146,,0.0,,0.0752,,0.342,,0.0,,0.123,,0.475,,153.848,,114893.0,,4.0,,38.37416,,6.0,,1.0,
64KEffDW9EtZ1y2vBYgq8T,Marshmello,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",30244604.0,88,0.631,,0.953,,2.0,,-3.739,,1.0,,0.0343,,0.0241,,0.0155,,0.108,,0.422,,141.99,,273803.0,,4.0,,41.01193,,16.0,,1.0,
3WrFJ7ztbogyGnTHbHJFl2,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",19214899.0,88,0.5346610169,0.1276758571,0.6275084746,0.1868063143,4.0,3.2642261585,-8.5108135593,2.0147937387,0.8813559322,0.3261449732,0.0434576271,0.0309828329,0.3440279356,0.2564468654,0.0375412007,0.1640254463,0.1818389831,0.1318719324,0.7375254237,0.1913898671,117.2079661017,25.3346504226,172755.7288135593,56366.4055856796,4.0,0.0,37.0267262712,15.7070580013,8.406779661,2.8534228935,1.0,0.0
2wY79sveU1sp5g7SokKOiI,Sam Smith,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",16141960.0,88,0.49675,0.1372586193,0.370375,0.1969292386,3.5,2.5071326821,-9.060375,3.912452243,0.625,0.5175491695,0.0481125,0.0192432131,0.670125,0.3022999634,0.1201360212,0.3397603558,0.1377,0.07717333,0.3326625,0.1372178553,101.289125,23.2033479939,199288.5,37079.8862226641,3.625,1.1877349392,34.86542125,9.0082089219,10.0,2.2038926601,1.0,0.0
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,"['dance pop', 'pop', 'post-teen pop']",14779387.0,88,0.56325,0.10402724,0.736375,0.1638531355,5.25,4.0414518843,-4.909375,1.4164746791,0.5625,0.5123475383,0.06061875,0.0436094519,0.079343625,0.1094336826,2.51875e-05,4.13078e-05,0.16256875,0.0972035645,0.481,0.2082267994,127.00225,24.8914657972,216747.5625,27016.5227221386,3.9375,0.25,42.128365625,15.7330148593,10.25,2.3804761428,1.0,0.0
1SupJlEpv7RS2tPNRaHViT,Nicky Jam,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",14285097.0,88,0.732,0.0692964646,0.6395,0.0728319985,7.0,1.4142135624,-5.4415,0.1322289681,0.5,0.7071067812,0.0409,0.0032526912,0.28,0.0523259018,0.0,0.0,0.11915,0.0294863528,0.648,0.1187939392,136.9445,60.7623928141,214240.0,7448.6628330191,4.0,0.0,18.84659,2.9938194009,11.0,1.4142135624,1.0,0.0
